"","bln.err2","opt.rer.unregularized.err2","opt.rer.ue.zr.full.err2","opt.rer.eq.zr.half.err2","opt.rer.ue.zr.half.err2","opt.rer.eq.eq.half.err2","opt.rer.ue.eq.half.err2","opt.rer.ue.mn.half.err2","opt.rer.ue.mn.full.err2","opt.rer.ue.mn.js1.err2","opt.rer.mix1.err2","opt.cov.unregularized.err2","opt.cov.ue.zr.full.err2","opt.cov.eq.zr.half.err2","opt.cov.ue.zr.half.err2","opt.cov.eq.eq.half.err2","opt.cov.ue.eq.half.err2","opt.cov.ue.mn.half.err2","opt.cov.ue.mn.full.err2","opt.cov.ue.mn.js1.err2","opt.cov.mix1.err2","fpc.add.unregularized.err2","fpc.add.ue.zr.full.err2","fpc.add.eq.zr.half.err2","fpc.add.ue.zr.half.err2","fpc.add.eq.eq.half.err2","fpc.add.ue.eq.half.err2","fpc.add.ue.mn.half.err2","fpc.add.ue.mn.full.err2","fpc.add.ue.mn.js1.err2","fpc.add.mix1.err2","fpc.max.unregularized.err2","fpc.max.ue.zr.full.err2","fpc.max.eq.zr.half.err2","fpc.max.ue.zr.half.err2","fpc.max.eq.eq.half.err2","fpc.max.ue.eq.half.err2","fpc.max.ue.mn.half.err2","fpc.max.ue.mn.full.err2","fpc.max.ue.mn.js1.err2","fpc.max.mix1.err2","mle.cov.unregularized.err2","mle.cov.ue.zr.full.err2","mle.cov.eq.zr.half.err2","mle.cov.ue.zr.half.err2","mle.cov.eq.eq.half.err2","mle.cov.ue.eq.half.err2","mle.cov.ue.mn.half.err2","mle.cov.ue.mn.full.err2","mle.cov.ue.mn.js1.err2","mle.cov.mix1.err2","corpcor.unregularized.err2","corpcor.ue.zr.full.err2","corpcor.eq.zr.half.err2","corpcor.ue.zr.half.err2","corpcor.eq.eq.half.err2","corpcor.ue.eq.half.err2","corpcor.ue.mn.half.err2","corpcor.ue.mn.full.err2","corpcor.ue.mn.js1.err2","corpcor.mix1.err2"
"1",1,1.64716891509535,1.16209586756919,1.2071777368731,1.30771979444503,1.17771369397421,1.17771369397421,1.29996487132627,1.1516806940626,1.38784676454236,1.23847272584222,0.999679840019559,0.999679840019559,0.999679840019559,0.999679840019559,0.999679840019559,0.999679840019559,0.999679840019559,0.999679840019559,0.999679840019559,0.999807874420307,1.00415625489811,1.0026328494809,1.00290729412818,1.00373207752763,1.00259982560996,1.00259982560996,1.00342126931349,1.00196967346069,1.00199429871743,1.00586036464674,1.00534731261376,1.00350014916533,1.00384910164334,1.00487205763035,1.00345987746231,1.00345987746231,1.00444794240973,1.00263080523402,1.00197818893503,1.00839273332846,1.17815679504864,1.06437053154047,1.08446376106542,1.11612882571714,1.07387306887937,1.07387306887937,1.10885237980224,1.05431753551942,1.13232147422731,1.09166867967728,1.00775330681963,1.00335616245563,1.00424739003763,1.00577016572982,1.00371622220792,1.00371622220792,1.00509563156808,1.00240331189606,1.0060482184826,1.0048750873066
"2",1,1.6754934395294,1.14970538161467,1.20192365143177,1.297579631288,1.1731898330891,1.1731898330891,1.29031040883384,1.1405448854223,1.39067851081609,1.23774128931756,0.999939590314,0.999939590314,0.999939590314,0.999939590314,0.999939590314,0.999939590314,0.999939590314,0.999939590314,0.999939590314,0.999993201487816,1.01413121216942,1.00785579418099,1.00907206726107,1.01171278069195,1.00811542239819,1.00811542239819,1.01058244430155,1.00595641344605,1.00851205482236,1.01390358737585,1.01647797756128,1.00921078053637,1.01064362714937,1.01369369810936,1.00953098848346,1.00953098848346,1.01238693092211,1.00701261818655,1.01007914485674,1.01712388155565,1.18195509318286,1.06080141581467,1.08290443185821,1.11380457668636,1.07249059005158,1.07249059005158,1.10692783163369,1.05166895729147,1.13271286809939,1.09235909793321,1.01002143202587,1.00450737766319,1.00563324563572,1.0075246259949,1.00497208017544,1.00497208017544,1.00670022431199,1.00333982055443,1.0079195676105,1.00632120356311
"3",1,1.644969560459,1.15260153069923,1.20077146395382,1.29823408031761,1.17211564502515,1.17211564502515,1.29062382801551,1.14302336427256,1.38354136295324,1.24309665979474,1.00004038490002,1.00004038490002,1.00004038490002,1.00004038490002,1.00004038490002,1.00004038490002,1.00004038490002,1.00004038490002,1.00004038490002,1.0000852076382,1.01948628461202,1.01069795102774,1.0124012510867,1.01603245630511,1.01108910699898,1.01108910699898,1.01449745571985,1.0081779080682,1.01248963956922,1.01833222555542,1.0219881849551,1.01200208140427,1.01396277352904,1.01803553336856,1.01248493894421,1.01248493894421,1.01630570008913,1.00919572308364,1.01411379145708,1.0216406288076,1.18483459730041,1.06575852305997,1.08631295346711,1.1191375475377,1.07542554494971,1.07542554494971,1.11167738171096,1.05565475090768,1.13559775584443,1.09402415997305,1.01482054177722,1.00671433434118,1.00836598421227,1.0111422967076,1.00739787251846,1.00739787251846,1.00997266645614,1.00504436080534,1.01176576742183,1.00894038758874
"4",1,1.58445589732267,1.13748992499062,1.18462938865136,1.27189421249695,1.15847578081377,1.15847578081377,1.26505278982435,1.12874307700751,1.35409756528276,1.21497648940663,0.999791437693698,0.999791437693698,0.999791437693698,0.999791437693698,0.999791437693698,0.999791437693698,0.999791437693698,0.999791437693698,0.999791437693698,0.999883861294362,1.01831501870524,1.00998797227132,1.0116489626776,1.01504549238933,1.01040998828238,1.01040998828238,1.01370215908466,1.0076903576744,1.01342509233214,1.01835558023156,1.01875654942506,1.0102579036129,1.01196529951318,1.01543278786337,1.01069745389039,1.01069745389039,1.01407177534362,1.00791650514491,1.01391017777292,1.01953061004628,1.18527582107859,1.06273025996677,1.08479271980111,1.11681417549768,1.07404852077089,1.07404852077089,1.10957581710314,1.05300905528907,1.13625477044845,1.09648429412286,1.02233105857945,1.00988125002575,1.01241380283569,1.01664594479618,1.01094136277223,1.01094136277223,1.01493656438143,1.00742677283032,1.01795344738978,1.01349216427229
"5",1,1.60660510603108,1.12738719775116,1.18000461363134,1.26428625038121,1.15429642512709,1.15429642512709,1.25743744662143,1.11923243035062,1.3553327834108,1.19521297598435,0.999852824236711,0.999852824236711,0.999852824236711,0.999852824236711,0.999852824236711,0.999852824236711,0.999852824236711,0.999852824236711,0.999852824236711,0.999950029658977,1.03149636179636,1.01545471190985,1.01874271505997,1.02453638975802,1.01665314183061,1.01665314183061,1.02211210222182,1.01182614939882,1.02389341534433,1.02379060570567,1.03241798316969,1.01582068909042,1.0192262501334,1.02518430957069,1.01707856034197,1.01707856034197,1.02270776908968,1.01211948584482,1.02469199635666,1.02493884935353,1.18957347413598,1.06211882204523,1.08542357249067,1.11792408333119,1.07453946470427,1.07453946470427,1.11054728566827,1.0524525572773,1.13876124405577,1.09235631716912,1.02641818462046,1.01171448049468,1.0146991601768,1.0196857366523,1.01297051104662,1.01297051104662,1.01780950504228,1.00895429963571,1.02118183815522,1.01590991104411
"6",1,1.59926004862063,1.12798157540138,1.18052600703802,1.26302267185249,1.15488503489713,1.15488503489713,1.25607097609355,1.11961178162857,1.35409427819318,1.21044505947571,1.00016516280716,1.00016516280716,1.00016516280716,1.00016516280716,1.00016516280716,1.00016516280716,1.00016516280716,1.00016516280716,1.00016516280716,1.00019028832703,1.04215784027238,1.02043179553487,1.02479057270095,1.03250961213191,1.02201566011955,1.02201566011955,1.02925882735269,1.01570338246188,1.0323835638762,1.03341809293914,1.04253475513275,1.02058401887162,1.02498931272037,1.03277328808475,1.02219047352135,1.02219047352135,1.02950742533785,1.01583273196026,1.03273975550419,1.03432759137794,1.19688039987938,1.06409593083723,1.08825743602513,1.12148609652152,1.07702395438073,1.07702395438073,1.11396766076594,1.05428538488614,1.14489032908489,1.10000526921161,1.03256634705619,1.01437176408291,1.01809983070307,1.02412439096327,1.01600962435524,1.01600962435524,1.02196192583969,1.01118160735227,1.02642970965668,1.01900227277939
"7",1,1.52696238081922,1.12041774204645,1.16777563357387,1.24288418105499,1.144276725709,1.144276725709,1.23659886651457,1.11266918774945,1.32597714181483,1.22653502237059,0.999370986035074,0.999370986035074,0.999370986035074,0.999370986035074,0.999370986035074,0.999370986035074,0.999370986035074,0.999370986035074,0.999370986035074,0.999616704712134,1.04949573036553,1.02447333482429,1.02921206381779,1.03856617772274,1.0258733707892,1.0258733707892,1.03486118754382,1.0188354578779,1.0378472437063,1.04395786412974,1.04949573036553,1.02447333482429,1.02921206381779,1.03856617772274,1.0258733707892,1.0258733707892,1.03486118754382,1.0188354578779,1.0378472437063,1.04432706537709,1.18858454504979,1.06284766768808,1.08567438655938,1.11772585635693,1.07478470438227,1.07478470438227,1.11052483426993,1.05322900957693,1.14047239570887,1.11386600412108,1.03526112214641,1.0149463851355,1.01915025257865,1.02576052334138,1.01685959967293,1.01685959967293,1.02359249017869,1.01165953103974,1.02872459989358,1.02026639163084
"8",1,1.59017880603065,1.12129237520724,1.1778532208579,1.25698300986539,1.15273760191125,1.15273760191125,1.24990795298758,1.11310354888933,1.35180118880394,1.1872101001069,1.00062548936931,1.00062548936931,1.00062548936931,1.00062548936931,1.00062548936931,1.00062548936931,1.00062548936931,1.00062548936931,1.00062548936931,1.00052039071604,1.06211706840423,1.02824727669246,1.03509095932361,1.04637277109826,1.03108874608789,1.03108874608789,1.04189720786501,1.02194456174454,1.0483258110481,1.04165362158917,1.06211706840423,1.02824727669246,1.03509095932361,1.04637277109826,1.03108874608789,1.03108874608789,1.04189720786501,1.02194456174454,1.0483258110481,1.04165629656022,1.2235210867508,1.07217708324073,1.09965206967969,1.13728109866685,1.0869444410073,1.0869444410073,1.12887873734484,1.06134303048005,1.16485460898493,1.10842883210253,1.04374358410076,1.01901836087788,1.02412803823724,1.03206567613269,1.02138503890557,1.02138503890557,1.02942623029875,1.01508975739141,1.03561130290601,1.02292104635892
"9",1,1.58274442182143,1.12238431656455,1.1787792272433,1.25711251707443,1.15355681047587,1.15355681047587,1.24996021249532,1.11409844580575,1.35153436076708,1.21812100640285,1.00057913586914,1.00057913586914,1.00057913586914,1.00057913586914,1.00057913586914,1.00057913586914,1.00057913586914,1.00057913586914,1.00057913586914,1.00057735004824,1.0885340851377,1.04033459005632,1.04967555920068,1.0661438533446,1.04389271934978,1.04389271934978,1.05969050500687,1.03125102667351,1.0687095314825,1.06665145274188,1.0885340851377,1.04033459005632,1.04967555920068,1.0661438533446,1.04389271934978,1.04389271934978,1.05969050500687,1.03125102667351,1.0687095314825,1.06665145274188,1.24357730579771,1.0765460837355,1.10632744837113,1.1464037487306,1.09263318061599,1.09263318061599,1.13761902988624,1.06540909210423,1.17786393634196,1.13231768388486,1.03386227786946,1.01390244303659,1.018282893641,1.02410085330625,1.01623180241015,1.01623180241015,1.02221669250679,1.01114428674768,1.02764696581773,1.01771232255981
"10",1,1.55081796517095,1.10920529129356,1.16705552083037,1.23813593869412,1.1434945633721,1.1434945633721,1.23129667929162,1.10155647605073,1.33129741920539,1.18411497036395,0.999902598056759,0.999902598056759,0.999902598056759,0.999902598056759,0.999902598056759,0.999902598056759,0.999902598056759,0.999902598056759,0.999902598056759,1.0000166831631,1.07925776256637,1.03359746728461,1.04299048443818,1.057258097944,1.03788739751854,1.03788739751854,1.05150563238617,1.02587001046761,1.06196858234789,1.05411361172655,1.07925776256637,1.03359746728461,1.04299048443818,1.057258097944,1.03788739751854,1.03788739751854,1.05150563238617,1.02587001046761,1.06196858234789,1.05411361172655,1.24158173348166,1.07161282940029,1.10300033593716,1.14126912067853,1.08964479283068,1.08964479283068,1.13275527739297,1.06112626056608,1.17480241008136,1.11731096922013,1.04487292846241,1.01770432515757,1.0235655302749,1.03150418614552,1.02078681927364,1.02078681927364,1.02894379247869,1.01400372749418,1.03620171949858,1.02273842365471
