"","bln.err2","opt1.unregularized.err2","opt1.ue.zr.full.err2","opt1.eq.zr.half.err2","opt1.ue.zr.half.err2","opt1.eq.eq.half.err2","opt1.ue.eq.half.err2","opt1.ue.mn.half.err2","opt1.ue.mn.full.err2","opt1.ue.mn.js1.err2","fpc1.unregularized.err2","fpc1.ue.zr.full.err2","fpc1.eq.zr.half.err2","fpc1.ue.zr.half.err2","fpc1.eq.eq.half.err2","fpc1.ue.eq.half.err2","fpc1.ue.mn.half.err2","fpc1.ue.mn.full.err2","fpc1.ue.mn.js1.err2","mle1.unregularized.err2","mle1.ue.zr.full.err2","mle1.eq.zr.half.err2","mle1.ue.zr.half.err2","mle1.eq.eq.half.err2","mle1.ue.eq.half.err2","mle1.ue.mn.half.err2","mle1.ue.mn.full.err2","mle1.ue.mn.js1.err2","cpc1.unregularized.err2","cpc1.ue.zr.full.err2","cpc1.eq.zr.half.err2","cpc1.ue.zr.half.err2","cpc1.eq.eq.half.err2","cpc1.ue.eq.half.err2","cpc1.ue.mn.half.err2","cpc1.ue.mn.full.err2","cpc1.ue.mn.js1.err2"
"1",1,2.48096899965322,1.91793480954856,1.00021672404078,1.91793480954856,1.00021672404078,1.00021672404078,1.61356631430781,1.61356631430781,1.61356631430781,3.17724060393714,2.28661378857676,1.00021672404078,2.28661378857676,1.00021672404078,1.00021672404078,1.84532149826516,1.84532149826516,1.84532149826516,0.586997391352451,0.687180727001984,1.00021672404078,0.687180727001984,1.00021672404078,1.00021672404078,0.755094445354946,0.755094445354946,0.755094445354946,0.983452211661653,0.991348041018056,1.00021672404078,0.991348041018056,1.00021672404078,1.00021672404078,0.99780438618206,0.99780438618206,0.99780438618206
"2",1,2.51621981969368,1.91727622756202,0.999025718068538,1.91727622756202,0.999025718068538,0.999025718068538,1.62207440863327,1.62207440863327,1.62207440863327,3.09935672072988,2.22913874570601,0.999025718068538,2.22913874570601,0.999025718068538,0.999025718068538,1.84117022458215,1.84117022458215,1.84117022458215,0.698433148589924,0.789661516811044,0.999025718068538,0.789661516811044,0.999025718068538,0.999025718068538,0.859569156332168,0.859569156332168,0.859569156332168,0.992134197795588,0.996003599441878,0.999025718068538,0.996003599441878,0.999025718068538,0.999025718068538,0.998613021183371,0.998613021183371,0.998613021183371
"3",1,2.98559183553196,2.06504816831198,0.997952855163186,2.06504816831198,0.997952855163186,0.997952855163186,1.72575477685225,1.72575477685225,1.72575477685225,3.19426500412695,2.29190870063789,0.997952855163186,2.29190870063789,0.997952855163186,0.997952855163186,1.88357642003537,1.88357642003537,1.88357642003537,0.58898716412232,0.660564268881339,0.997952855163186,0.660564268881339,0.997952855163186,0.997952855163186,0.7365328963004,0.7365328963004,0.7365328963004,0.99618056946187,0.997376928582434,0.997952855163186,0.997376928582434,0.997952855163186,0.997952855163186,0.998041014738512,0.998041014738512,0.998041014738512
"4",1,3.01888846266627,2.13908676505925,0.995516688041115,2.13908676505925,0.995516688041115,0.995516688041115,1.76628830603538,1.76628830603538,1.76628830603538,3.34988547025302,2.40491824027164,0.995516688041115,2.40491824027164,0.995516688041115,0.995516688041115,1.99260770367415,1.99260770367415,1.99260770367415,0.30522802464026,0.312615343355151,0.995516688041115,0.312615343355151,0.995516688041115,0.995516688041115,0.347176570591886,0.347176570591886,0.347176570591886,0.996223988811647,0.996153706184371,0.995516688041115,0.996153706184371,0.995516688041115,0.995516688041115,0.995796494992825,0.995796494992825,0.995796494992825
"5",1,4.08626056034081,2.47094811039712,0.997583560326488,2.47094811039712,0.997583560326488,0.997583560326488,1.9544405520671,1.9544405520671,1.9544405520671,3.73125133846652,2.75023615281382,0.997583560326488,2.75023615281382,0.997583560326488,0.997583560326488,2.19209536522633,2.19209536522633,2.19209536522633,0.230440828882159,0.233298900556103,0.997583560326488,0.233298900556103,0.997583560326488,0.997583560326488,0.268508359579029,0.268508359579029,0.268508359579029,0.99875107173962,0.998526773273243,0.997583560326488,0.998526773273243,0.997583560326488,0.997583560326488,0.997978587787346,0.997978587787346,0.99797859249497
"6",1,2.27693195060256,1.94209621539693,0.99664486055407,1.94209621539693,0.99664486055407,0.99664486055407,1.59157505814579,1.59157505814579,1.59157505814579,2.43391973735771,1.99978056552831,0.99664486055407,1.99978056552831,0.99664486055407,0.99664486055407,1.63912282580873,1.63912282580873,1.63912282580873,1.08402550224148,1.34798556698771,0.99664486055407,1.34798556698771,0.99664486055407,0.99664486055407,1.24388345920348,1.24388345920348,1.24388345920348,1.00047082080269,0.999471121920385,0.99664486055407,0.999471121920385,0.99664486055407,0.99664486055407,0.997867383312447,0.997867383312447,0.997867379700348
"7",1,1.98520872344051,1.88410831170315,0.997980766086291,1.88410831170315,0.997980766086291,0.997980766086291,1.59926702044129,1.59926702044129,1.59926702044129,2.03956458884543,1.91170995231262,0.997980766086291,1.91170995231262,0.997980766086291,0.997980766086291,1.62365791576445,1.62365791576445,1.62365791576445,1.45045464234246,1.54088825300053,0.997980766086291,1.54088825300053,0.997980766086291,0.997980766086291,1.3820989741162,1.3820989741162,1.3820989741162,0.998664635697224,0.998442938953639,0.997980766086291,0.998442938953639,0.997980766086291,0.997980766086291,0.998168163257193,0.998168163257193,0.998168161662211
"8",1,1.72997253778222,2.07230527944909,1.00115239505526,2.07230527944909,1.00115239505526,1.00115239505526,1.6621398207125,1.6621398207125,1.6621398207125,1.75151679283113,2.09452549669441,1.00115239505526,2.09452549669441,1.00115239505526,1.00115239505526,1.67890265970377,1.67890265970377,1.67890265970377,1.08779861290311,1.69470191560816,1.00115239505526,1.69470191560816,1.00115239505526,1.00115239505526,1.4587971058587,1.4587971058587,1.4587971058587,1.00242675344333,1.00200074558052,1.00115239505526,1.00200074558052,1.00115239505526,1.00115239505526,1.00144858168368,1.00144858168368,1.00144858297428
"9",1,2.11293744747487,1.52843867181579,1.00497161030071,1.52843867181579,1.00497161030071,1.00497161030071,1.33091617700774,1.33091617700774,1.33091617700774,2.1430147840732,1.54386167629307,1.00497161030071,1.54386167629307,1.00497161030071,1.00497161030071,1.34656872774596,1.34656872774596,1.34656872774596,1.25756856613009,1.13856229979597,1.00497161030071,1.13856229979597,1.00497161030071,1.00497161030071,1.13338931334844,1.13338931334844,1.13338931334844,1.00681880850987,1.00631816390177,1.00497161030071,1.00631816390177,1.00497161030071,1.00497161030071,1.00556214199459,1.00556214199459,1.00556214166214
"10",1,1.54204774395641,1.61910436142745,0.997389514109832,1.61910436142745,0.997389514109832,0.997389514109832,1.36825812530851,1.36825812530851,1.36825812530851,1.54754824253961,1.62318219334961,0.997389514109832,1.62318219334961,0.997389514109832,0.997389514109832,1.37083019123909,1.37083019123909,1.37083019123909,1.40221328131221,1.531398458383,0.997389514109832,1.531398458383,0.997389514109832,0.997389514109832,1.32518976233273,1.32518976233273,1.32518976233273,0.997607841506892,0.997499264557848,0.997389514109832,0.997499264557848,0.997389514109832,0.997389514109832,0.997419775630244,0.997419775629758,0.99741977576055
"11",1,0.931162024122083,1.49231593148743,1.01748123541606,1.49231593148743,1.01748123541606,1.01748123541606,1.47043185347155,1.47043185347155,1.47043185347155,0.929149190458702,1.493846087935,1.01748123541606,1.493846087935,1.01748123541606,1.01748123541606,1.47267959353456,1.47267959353456,1.47267959353456,0.846629656934672,1.42495493928562,1.01748123541606,1.42495493928562,1.01748123541606,1.01748123541606,1.42839123911708,1.42839123911708,1.42839123911708,1.01715975323105,1.01732987496713,1.01748123541606,1.01732987496713,1.01748123541606,1.01748123541606,1.017398467267,1.017398467267,1.01739846721825
"12",1,0.570601260947478,0.831457523092604,0.981231252522883,0.831457523092604,0.981231252522883,0.981231252522883,0.896064155311255,0.896064155311255,0.896064155311255,0.570518734646392,0.831640892109026,0.981231252522883,0.831640892109026,0.981231252522883,0.981231252522883,0.896230947768201,0.896230947768201,0.896230947768201,0.504905788412286,0.766562337063909,0.981231252522883,0.766562337063909,0.981231252522883,0.981231252522883,0.844322744153067,0.844322744153067,0.844322744153067,0.982353441302486,0.98215195442743,0.981231252522883,0.98215195442743,0.981231252522883,0.981231252522883,0.981643150162441,0.981643150162441,0.981643165094532
